epoch,binary_accuracy,cohen_kappa,f1_score,loss,precision,recall,val_binary_accuracy,val_cohen_kappa,val_f1_score,val_loss,val_precision,val_recall
0,0.6313251256942749,0.2204669713973999,0.5161347985267639,0.6840123534202576,0.5528501868247986,0.4839923083782196,0.7091822624206543,0.3740570545196533,0.5995885133743286,0.5912185907363892,0.6577759385108948,0.5508590936660767
1,0.6828092336654663,0.3253664970397949,0.5754545331001282,0.609420657157898,0.6306665539741516,0.5291314721107483,0.7262971997261047,0.41103869676589966,0.623434841632843,0.5568546056747437,0.6833264827728271,0.5731958746910095
2,0.6975820064544678,0.356237530708313,0.5940647721290588,0.5891773700714111,0.653298556804657,0.5446794033050537,0.7306438684463501,0.42363810539245605,0.6356788277626038,0.5484632253646851,0.6829845905303955,0.5945017337799072
3,0.7089587450027466,0.3792188763618469,0.6067003011703491,0.575733482837677,0.6726366281509399,0.5525369644165039,0.7438195943832397,0.44911491870880127,0.6482656002044678,0.5370321273803711,0.7088091373443604,0.5972508788108826
4,0.7131019234657288,0.38805609941482544,0.6122992038726807,0.5693130493164062,0.6788439750671387,0.557636022567749,0.739337146282196,0.4475536346435547,0.6573825478553772,0.5370722413063049,0.6841322779655457,0.6326460242271423
5,0.7173130512237549,0.39739829301834106,0.6187597513198853,0.5638898611068726,0.6843278408050537,0.5646576881408691,0.7372996211051941,0.4512755870819092,0.6690622568130493,0.5413345694541931,0.6663258075714111,0.6718212962150574
6,0.714935839176178,0.3918355107307434,0.6144943237304688,0.5653342008590698,0.681887686252594,0.5592242479324341,0.7481662631034851,0.453715980052948,0.6448276042938232,0.5293475389480591,0.7285714149475098,0.5783505439758301
7,0.7188752293586731,0.39993035793304443,0.6191571354866028,0.5554048418998718,0.6885296106338501,0.5624843239784241,0.7449062466621399,0.4603005647659302,0.666429877281189,0.5292903184890747,0.6897059082984924,0.6446735262870789
8,0.721490204334259,0.4057300090789795,0.6231677532196045,0.5560004115104675,0.6919387578964233,0.5668310523033142,0.7413746118545532,0.4590801000595093,0.6729646325111389,0.5356940627098083,0.6727335453033447,0.6731958985328674
9,0.7195544242858887,0.400940477848053,0.6191310882568359,0.5565419793128967,0.6906060576438904,0.561063289642334,0.7492529153823853,0.4574125409126282,0.6490494012832642,0.5288667678833008,0.7263829708099365,0.5865979194641113
10,0.7219656109809875,0.4065188765525818,0.6233264803886414,0.5552149415016174,0.6932050585746765,0.5662459135055542,0.7493887543678284,0.4620450735092163,0.6577629446983337,0.5260286927223206,0.714631199836731,0.6092783212661743
11,0.7237655520439148,0.4097270369529724,0.624399721622467,0.5537033677101135,0.6975136399269104,0.565159261226654,0.7497962713241577,0.46756958961486816,0.6671485304832458,0.5252013206481934,0.7035061120986938,0.6343642473220825
12,0.722576916217804,0.40806490182876587,0.6246725916862488,0.5545059442520142,0.6935319304466248,0.5682520866394043,0.7495245933532715,0.457866907119751,0.6491628885269165,0.5251680016517639,0.7271952033042908,0.5862542986869812
13,0.7263465523719788,0.41549670696258545,0.6284581422805786,0.5519217252731323,0.7007712125778198,0.5696731805801392,0.7485737800598145,0.4666794538497925,0.6686951518058777,0.5258924961090088,0.6977960467338562,0.6419243812561035
14,0.7237995266914368,0.4100484848022461,0.6249827146530151,0.5532263517379761,0.6969354152679443,0.5664966702461243,0.7535995841026306,0.46563392877578735,0.6527565121650696,0.5211373567581177,0.7368193864822388,0.5859106779098511
15,0.7246145606040955,0.4115173816680908,0.6255022287368774,0.5510590076446533,0.6988648176193237,0.5660787224769592,0.7484379410743713,0.45911210775375366,0.6547352075576782,0.5263665318489075,0.7155663967132568,0.6034364104270935
16,0.7263125777244568,0.4154003858566284,0.6283605694770813,0.5517676472663879,0.7007817029953003,0.5695059895515442,0.7503395676612854,0.46866148710250854,0.6677512526512146,0.5280536413192749,0.7044240832328796,0.6347079277038574
17,0.7254975438117981,0.41306889057159424,0.6259775161743164,0.5513790249824524,0.701077938079834,0.5654100179672241,0.7541428804397583,0.4712491035461426,0.6623134016990662,0.5223318934440613,0.7244898080825806,0.6099656224250793
18,0.7204713821411133,0.4031020998954773,0.6208135485649109,0.5532158017158508,0.6915024518966675,0.563236653804779,0.7481662631034851,0.4581303000450134,0.6535874605178833,0.5250411033630371,0.7162162065505981,0.6010309457778931
19,0.7238674163818359,0.41048210859298706,0.6256963014602661,0.5509456396102905,0.6963114738464355,0.5680849552154541,0.755908727645874,0.47217243909835815,0.6590780019760132,0.5249410271644592,0.7357051968574524,0.5969071984291077
20,0.7247843742370605,0.4124636650085449,0.6269906759262085,0.5534643530845642,0.6976339221000671,0.5693387985229492,0.7506112456321716,0.4635881185531616,0.6573348045349121,0.5226438641548157,0.719362735748291,0.6051546335220337
21,0.7247503995895386,0.4115033745765686,0.6250289082527161,0.5513191223144531,0.6998549699783325,0.5646576881408691,0.7474870681762695,0.46040159463882446,0.6598352193832397,0.5265933275222778,0.7056751251220703,0.6195876002311707
22,0.7244787216186523,0.4113231897354126,0.6255250573158264,0.5538780093193054,0.6984127163887024,0.5664131045341492,0.7546862363815308,0.469626784324646,0.6575654149055481,0.52057945728302,0.7335025668144226,0.5958762764930725
23,0.7251918911933899,0.4135090708732605,0.6279198527336121,0.5508370399475098,0.6978027820587158,0.5707598328590393,0.7473512887954712,0.4539027810096741,0.6475937962532043,0.5243682861328125,0.7217060923576355,0.5872852206230164
24,0.7224071025848389,0.4065660238265991,0.6219940781593323,0.5551398396492004,0.696097731590271,0.5621499419212341,0.7500678896903992,0.46004045009613037,0.651910662651062,0.5249635577201843,0.7251683473587036,0.592096209526062
